Region	idx1	idx2	group
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	81
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	81
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	81
Brain-Right-FrontalLobe-RParsOper	58	58	81
Brain-Right-FrontalLobe-RParsOrb	68	68	81
Brain-Right-FrontalLobe-RParsTriang	59	59	81
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	81
Brain-Right-FrontalLobe-RSupFrontal	27	27	81
Brain-Right-OccipitalLobe-RLatOccipital	28	28	81
Brain-Right-ParietalLobe-RInfParietal	29	29	81
Brain-Right-ParietalLobe-RPrecuneus	30	30	81
Brain-Right-ParietalLobe-RSupParietal	31	31	81
Brain-Right-ParietalLobe-RSupramarg	32	32	81
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	81
Brain-Right-SubcTemporal-RHippVol	33	33	81
Brain-Right-TemporalLobe-RBanksSTS	34	34	81
Brain-Right-TemporalLobe-REntCtx	86	86	81
Brain-Right-TemporalLobe-RFusiform	35	35	81
Brain-Right-TemporalLobe-RInfTemporal	36	36	81
Brain-Right-TemporalLobe-RLingual	72	72	81
Brain-Right-TemporalLobe-RParahipp	92	92	81
Brain-Right-TemporalLobe-RSupTemporal	38	38	81
Brain-Right-TemporalLobe-RTemporalPole	87	87	81
Brain-Right-Ventricles-RInfLatVent	89	89	81
Brain-Right-TemporalLobe-RParahipp	92	92	82
Brain-Left-TemporalLobe-LEntCtx	82	82	82
Brain-Left-TemporalLobe-LParahipp	83	83	82
Brain-Right-SubcTemporal-RAmygVol	85	85	82
Brain-Right-SubcTemporal-RHippVol	33	33	82
Brain-Right-TemporalLobe-REntCtx	86	86	82
Brain-Right-TemporalLobe-RFusiform	35	35	82
Brain-Right-TemporalLobe-RMidTemporal	37	37	82
Brain-Right-TemporalLobe-RSupTemporal	38	38	82
Brain-Right-TemporalLobe-RSupTemporal	38	38	83
Brain-Left-CerebralCortex-LCerebCtx	6	6	83
Brain-Left-Cingulate-LIsthmCing	7	7	83
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	83
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	83
Brain-Left-FrontalLobe-LParsOper	50	50	83
Brain-Left-FrontalLobe-LParsTriang	52	52	83
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	83
Brain-Left-FrontalLobe-LSupFrontal	10	10	83
Brain-Left-OccipitalLobe-LLatOccipital	11	11	83
Brain-Left-ParietalLobe-LInfParietal	12	12	83
Brain-Left-ParietalLobe-LPrecuneus	13	13	83
Brain-Left-ParietalLobe-LSupParietal	14	14	83
Brain-Left-ParietalLobe-LSupramarg	15	15	83
Brain-Left-SensoryMotorCortex-LParacentral	53	53	83
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	83
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	83
Brain-Left-TemporalLobe-LBanksSTS	18	18	83
Brain-Left-TemporalLobe-LEntCtx	82	82	83
Brain-Left-TemporalLobe-LFusiform	19	19	83
Brain-Left-TemporalLobe-LInfTemporal	20	20	83
Brain-Left-TemporalLobe-LMidTemporal	22	22	83
Brain-Left-TemporalLobe-LSupTemporal	23	23	83
Brain-Left-TemporalLobe-LTemporalPole	84	84	83
Brain-Left-TemporalLobe-LTransvTemporal	62	62	83
Brain-Right-CerebralCortex-RCerebCtx	24	24	83
Brain-Right-Cingulate-RIsthmCing	55	55	83
Brain-Right-Cingulate-RPostCing	56	56	83
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	83
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	83
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	83
Brain-Right-FrontalLobe-RParsOper	58	58	83
Brain-Right-FrontalLobe-RParsTriang	59	59	83
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	83
Brain-Right-FrontalLobe-RSupFrontal	27	27	83
Brain-Right-OccipitalLobe-RLatOccipital	28	28	83
Brain-Right-ParietalLobe-RInfParietal	29	29	83
Brain-Right-ParietalLobe-RPrecuneus	30	30	83
Brain-Right-ParietalLobe-RSupParietal	31	31	83
Brain-Right-ParietalLobe-RSupramarg	32	32	83
Brain-Right-SensoryMotorCortex-RParacentral	63	63	83
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	83
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	83
Brain-Right-SubcTemporal-RAmygVol	85	85	83
Brain-Right-SubcTemporal-RHippVol	33	33	83
Brain-Right-TemporalLobe-RBanksSTS	34	34	83
Brain-Right-TemporalLobe-REntCtx	86	86	83
Brain-Right-TemporalLobe-RFusiform	35	35	83
Brain-Right-TemporalLobe-RInfTemporal	36	36	83
Brain-Right-TemporalLobe-RMidTemporal	37	37	83
Brain-Right-TemporalLobe-RParahipp	92	92	83
Brain-Right-TemporalLobe-RTemporalPole	87	87	83
Brain-Right-TemporalLobe-RTransvTemporal	74	74	83
Brain-Right-TemporalLobe-RTemporalPole	87	87	84
Brain-Left-SubcTemporal-LAmygVol	81	81	84
Brain-Left-TemporalLobe-LEntCtx	82	82	84
Brain-Left-TemporalLobe-LFusiform	19	19	84
Brain-Left-TemporalLobe-LInfTemporal	20	20	84
Brain-Left-TemporalLobe-LMidTemporal	22	22	84
Brain-Left-TemporalLobe-LSupTemporal	23	23	84
Brain-Left-TemporalLobe-LTemporalPole	84	84	84
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	84
Brain-Right-SubcTemporal-RAmygVol	85	85	84
Brain-Right-SubcTemporal-RHippVol	33	33	84
Brain-Right-TemporalLobe-REntCtx	86	86	84
Brain-Right-TemporalLobe-RFusiform	35	35	84
Brain-Right-TemporalLobe-RInfTemporal	36	36	84
Brain-Right-TemporalLobe-RMidTemporal	37	37	84
Brain-Right-TemporalLobe-RSupTemporal	38	38	84
Brain-Right-Ventricles-RInfLatVent	89	89	84
Brain-Right-TemporalLobe-RTransvTemporal	74	74	85
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	85
Brain-Left-TemporalLobe-LTransvTemporal	62	62	85
Brain-Right-ParietalLobe-RSupramarg	32	32	85
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	85
Brain-Right-TemporalLobe-RSupTemporal	38	38	85
Brain-Right-Ventricles-RInfLatVent	89	89	86
Brain-Left-SubcTemporal-LHippVol	17	17	86
Brain-Left-TemporalLobe-LEntCtx	82	82	86
Brain-Left-Ventricles-LInfLatVent	88	88	86
Brain-Left-Ventricles-LLatVent	40	40	86
Brain-Right-SubcTemporal-RHippVol	33	33	86
Brain-Right-TemporalLobe-REntCtx	86	86	86
Brain-Right-TemporalLobe-RInfTemporal	36	36	86
Brain-Right-TemporalLobe-RMidTemporal	37	37	86
Brain-Right-TemporalLobe-RTemporalPole	87	87	86
Brain-Right-Ventricles-RLatVent	42	42	86
Brain-Right-Ventricles-RLatVent	42	42	87
Brain-Left-CerebralCortex-LCerebWM	39	39	87
Brain-Left-Ventricles-LInfLatVent	88	88	87
Brain-Left-Ventricles-LLatVent	40	40	87
Brain-Right-CerebralCortex-RCerebWM	41	41	87
Brain-Right-Ventricles-RInfLatVent	89	89	87
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	87
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	87
Brain-UniLateral-Ventricles-CSF	93	93	87
Brain-UniLateral-BrainStem-BrainStem	5	5	88
Brain-Left-Cerebellum-LCerebellCtx	1	1	88
Brain-Left-Cerebellum-LCerebellWM	2	2	88
Brain-Right-Cerebellum-RCerebellCtx	3	3	88
Brain-Right-Cerebellum-RCerebellWM	4	4	88
Brain-UniLateral-CorpusCollosum-CC_Ant	96	96	89
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	89
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	89
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	89
Brain-UniLateral-CorpusCollosum-CC_Post	97	97	89
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	90
Brain-Left-CerebralCortex-LCerebWM	39	39	90
Brain-Right-CerebralCortex-RCerebWM	41	41	90
Brain-Right-Ventricles-RLatVent	42	42	90
Brain-UniLateral-CorpusCollosum-CC_Ant	96	96	90
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	90
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	90
Brain-UniLateral-CorpusCollosum-CC_Post	97	97	90
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	91
Brain-Left-CerebralCortex-LCerebWM	39	39	91
Brain-Right-CerebralCortex-RCerebWM	41	41	91
Brain-UniLateral-CorpusCollosum-CC_Ant	96	96	91
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	91
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	91
Brain-UniLateral-CorpusCollosum-CC_Post	97	97	91
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	92
Brain-Left-CerebralCortex-LCerebWM	39	39	92
Brain-Right-CerebralCortex-RCerebWM	41	41	92
Brain-Right-Ventricles-RLatVent	42	42	92
Brain-UniLateral-CorpusCollosum-CC_Ant	96	96	92
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	92
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	92
Brain-UniLateral-CorpusCollosum-CC_Post	97	97	92
Brain-UniLateral-CorpusCollosum-CC_Post	97	97	93
Brain-UniLateral-CorpusCollosum-CC_Ant	96	96	93
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	93
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	93
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	93
Brain-UniLateral-Ventricles-CSF	93	93	94
Brain-Left-Ventricles-LLatVent	40	40	94
Brain-Right-Ventricles-RLatVent	42	42	94
Brain-Left-SubcStriatum-LAccumVol	98	98	95
Brain-Left-SubcStriatum-LAccumVol	98	98	95
Brain-Right-SubcStriatum-RAccumVol	99	99	96
Brain-Right-SubcStriatum-RAccumVol	99	99	96
